tweet_id_customer,text_customer,text_brand
121499,@115850 कल सभी Products पर big discounts offers होगी ?  #BlackFriday,@206816 You can view the deals and offers available for Black Friday here:https://t.co/1idabaJ2jB ^EM
22592,@AmazonHelp Unfortunately I'll have to cancel it then..disappointed https://t.co/YrXSmd0Duh,"@120934 I understand your concern, Rushikesh. I'll forward your feedback to the team concerned for review. ^HD"
1151845,@AmazonHelp need help getting a refund on Amazon Seller charge. Please advise,@391062 Please contact us here so we can look into available options with you: https://t.co/7wX8dDJqqF ^BH
1301261,@AmazonHelp Wasn’t delivered because of “my instructions to the carrier.” I did not provide any instructions.,"@424122 Uh oh! We'd love to help, Matt. Could you please let us know who the carrier was in this particular case? Let us know! ^JD"
981454,"@115850 @130723 it seems there is 0 clarity about the offer to the cust care.
q1, is SBI TATA card is a SBI credit card in offr? https://t.co/KyjQXZ32Vn",@352707 Sorry about the confusion. I would request you to contact the card provider for further confirmation. ^BS
2283726,@AmazonHelp Já. Mas eu não fiz nenhuma compra! Então não tem necessidade de mandar um valor baixo pra ver se o cartão autoriza. Vocês que precisam tirar a cobrança. Dá outra vez falaram a mesma coisa e mesmo assim não extornaram o valor.,@663672 Entendi. Você poderia me informar se tem alguma assinatura na conta? ^AZ
86081,@AmazonHelp Nope. It’s just a little disingenuously say 2 day when it’s 4 day.,@134792 Two-Day Shipping refers to the transit time in business days after an order has shipped. Please keep an eye out on your e-mail for any updates. ^CO
2459932,"@AmazonHelp たぶんそれです。
たくさんamazonさんで買い物と特典を利用させていただきます。",@704443 リプライありがとうございます。なお、年会費請求後に特典利用がなければ退会・返金が可能でございます。お手続き方法はこちらをご参照ください。https://t.co/IWbK1yoJjb ET
2602999,"Well, after years of buying on @115821, I finally had a customer service person that was less than helpful. @AmazonHelp, if you are going to put my things into the hands of the USPS, be sure that they deliver. Because today, they didn't. And I have no way of finding the package.","@198091 I'm sorry to hear you haven't received your order! When you contacted us, what information/options were we able to provide? ^BH"
2513160,@AmazonHelp Diese Seite sagt Panasonic von 2017 haben Live-Streaming...,"@497350 Dann melde dich gerne mal telefonisch hier, wenn es dennoch nicht funktioniert: https://t.co/LFLW8z8jr2 Gruß ^TA"
850084,"@AmazonHelp je suis déjà en cours de remplacement, mais le problème se répète. Vous n'en tirez donc pas de conclusion ?",@162952 Nous ne manquerons pas de remonter votre commentaire au service concerné. ^ARC
929669,@AmazonHelp Which site? You mean Amazon? The latest (the third) that should be delivered today is just in transit and not out for delivery.,"@340572 To confirm, who's the carrier shown here: https://t.co/Y5jpI9gRhE? Has it been the same carrier for each of the shipments? ^SB"
2883385,"Amazonプライム登録したいけど
カード決済しかないのが嫌！
au決済だったら今すぐ登録するのに（たぶん）！！
うちカードないねん😣",@799921 Amazonプライムのご登録には「クレジットカード」または「携帯決済」の登録が必要となります。https://t.co/OKBn5FtADo　携帯決済が可能な場合は、よろしければ、ご検討ください。携帯決済について⇒https://t.co/TbDl5bwzVj TN
1786103,"@AmazonHelp No new email.  My account says tomorrow but as originally stated, customer service rep “nine” claims it could be up to two more days after that.","@536628 Hello, apologies once again for the parcel not being delivered. Here is a link explaining how our delivery estimates are calculated. If the parcel does not arrive withing the dates provided to you, please do let us know:https://t.co/JAOT5i0qUX ^CR"
2176736,@AmazonHelp yes !,"@121657 If you have shared your details with us, you can check for our correspondence here : https://t.co/DTSNmGldJf. ^CB"
141984,"@AmazonHelp No. That is the problem. The last I received is about my order. I tried reset my password couple times, but it didn't help","@148042 Thanks for the update! We'd be happy to help, can you let us know which site you're using (https://t.co/nUUp5MLhYl, https://t.co/ykTUEmdsQA, Amazon.cn, etc.)? ^GS"
629541,"@AmazonHelp What confusion . Clear me about confusion . 
@AmazonHelp @118702 @4030 @14281 @29472 @29473 
#amazon_was_confused 
#confused_amazon 
#big_shame 
@115851 Amazon become confused in India . Kindly shut ur site Amazon.in","@269134 We're sorry for the trouble you're facing, Arvind. As informed earlier, we've received your details and we're working on it. Kindly wait for an update from our team. Appreciate your understanding. ^SM"
421530,"@122232 @115830 system down for 2 days. No contact number to call, no email, #noservice #pleasecancelmyorder https://t.co/H5ZUIBAEtQ",@215434 Sorry to hear this - pls contact us so we can reach out to the carrier:  https://t.co/JzP7hlA23B  ^TD
740441,@115850 My payment for Amazon pay was successful and the money was debited from my bank but the money was not added to amazonpay,@297080 That's strange. Kindly connect with us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG
2553858,"@AmazonHelp It was on the French store, order number  405-9263536-9493163","@725309 Kindly let our costumer service know by contacting them via: https://t.co/hgIrz98cdI so they can help you.
^KE"
1245886,"@AmazonHelp Gracias por su asesoría pero cómo puedo acceder si cambiaron correo, contraseña, nombre, codigo postal, país. Dios que impotencia!",@412278 y llama al número de teléfono indicado antes del segundo paso. (2/2) ^CR
1387125,@AmazonHelp Thank you so much!,@442766 Not a problem! Glad to help. 🙏^PJ
1496673,@467477 @AmazonHelp Damn right im a grass.. when they lost one game worth £50 and delivered this one with a cracked case...,@467476 I'm sorry! We'd like to help with this! Please reach out to us via phone/chat here: https://t.co/JzP7hlA23B and we can help. ^TK
2184626,@AmazonHelp I have already written,@219966 We were unable to receive any details of yours. Could you please drop your details here: https://t.co/VJRNPnPAxH and we'll reach out to you soon. ^VM
2884103,"@AmazonHelp Hi Guys,
I've received the phone. But the packaging was not proper and the invoice was torned. Like in below image. At first I thought I'll also get soaps, but phone is okay. 😊 https://t.co/YRjJKUC5Fe","@800060 That's certainly not what we expect to happen, apologies on that note. You can leave your packaging feedback here : https://t.co/lvha47jKgQ for review. Further, I'll ensure to share your comments internally to work on. ^CB"
89165,"@AmazonHelp Na verdade já está na última etapa da entrega e o rastreamento não atualiza
resumindo: eu só sou desesperado mesmo 😂","@135287 Não se preocupe não, no momento que receber o pedido manda uma foto bem linda para gente, combinado? ❤️  ^AZ"
1406810,"@AmazonHelp Hi, how do I report an issue with a reseller I bought a product from?","@446987 You can learn more about seller feedback here: https://t.co/z4RqVCVnCM. Can you tell us going on? No account info, pls. ^AX"
1366407,I GOT IT!  I GOT IT!  I GOT IT! 🤩😄❤️  Thank you @115821 &amp; @142136 for making this 🇨🇦 girl's week! https://t.co/XTn2HjPVYu,@438086 We're glad to see it's arrived! Enjoy! 😊🎤🎶 ^TH
2102485,"@AmazonHelp No, its changed now to ""arriving today"" but I cant track it, just has this https://t.co/u7EhctTTgN","@620875 Apologies, was your order fulfilled by Amazon or a 3rd Party Seller: https://t.co/aaDyEz1VgE? ^JJ"
2516928,"Ahora mismo, estoy muy feliz con @115821 @116928 y SEGURO que les hago muchas compras en el futuro más cercano ^^","@716973 ¡Hola, Carpi! Sin compartor información personal sobre tu cuenta, ¿hay algo en lo que podamos ayudarte? ^LC"
318058,"@115850 @132994 I went to OnePlus Service center in Seasons mall-Pune, he admitted that technical issue with display ordered new display. You sold me(1/2)","@191896 Sorry to know that, Naresh. Have you checked about this with our support team? You can do so here: https://t.co/HQhpS2qeEd ^MS"
2627619,@AmazonHelp Solo tengo estas opciones. He solicitado devolución pero el Bee Cheng ese no contesta a los formularios. Así que poco puedo hacer https://t.co/LKg2QVuPJC,"@742148 Entiendo, Patricia. En este caso te recomiendo ponerte en contacto con nuestros colegas de Servicio al Cliente para poder hacer la reclamación.
Lo puedes hacer a través de este enlace: https://t.co/OjvUxwnzPe ^LC"
2141305,@AmazonHelp My tickets say block 109. Is that normal block 109  do I have drink and food included,@629677 Both Amazon Deck and Amazon Lounge include a food and drink voucher. ^WM
2962715,"@AmazonHelp That link is to messages, the newest one is from last January. But the order confirmation email I received says this: https://t.co/3EJYGciNzO","@817528 We would like to take a closer look at the order, but we can't see your account details on Twitter. When you have a moment, please reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS"
224220,"@115850 Really pathetic service from Amazon,being such a big brand but quality of service is not good, they accept order then auto cancel.",@169576 Could you check for the same? (2/2) ^VM
920955,@118919 do you require tv's ac's and any other elctronic install engineer in madhya pradesh.,@338615 We appreciate your interest. Request you to share your details here: https://t.co/cllwXc2HeK and we'll get back soon. ^SK
2922577,Thanks for letting me know #primenow order was cancelled @115821. Now what am I supposed to do? Terrible call with chat service rep. No help,"@808802 I'm sorry for any inconvenience! When you reached out to us, what options or insight were provided?  ^GM"
811617,"@AmazonHelp I did asking me to verify info, which I sent 3 hrs ago and haven't had any follow-up. I needed next day delivery which won't be possible now",@313377 I'm really sorry for the disappointment! Please expect an e-mail from an Account Specialist within 24-48 hours. ^WJ
1207982,アマゾンで注文した商品が、配送完了になってるのに届いてないときってどこに連絡したらいいん？,@403641 アマゾンです。恐れ入りますが、メール便にて発送されておりませんか。メール便の場合は、ポスト投函にて配達完了とさせていただいております。ご家族様がお受取りでないかも含めてご確認いただけますでしょうか。ET
717035,@115821 3. If I have to go to mrkt for courier then why not to purchase from mrkt only? What is the fun of taking prime membership,"@291657 I understand your concern, I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon.^BA"
1772702,I have had nothing but trouble with @115821 shipping lately. They're just as bad as everyone else now. Nothing comes when it's promised.,"@532788 Has your order missed the estimated delivery date: https://t.co/q4LAMZ3tbE? If so, reach us here: https://t.co/EKXRLsnxJu. ^AF"
2360519,@AmazonHelp C’est vous même : Amazon Logistics 😊,"@482844 Dans un souci permanent de qualité et d’efficacité, je vous invite à nous communiquer le numéro de suivi de votre commande.
^MD"
711604,@AmazonHelp It was fulfilled by amazon. I canceled both the order and my prime membership since your customer service via chat and email weren’t helpful,@290181 I see! I'm sorry that we've let you down! I hope that you will give us another chance in the future to make it up to you! ^FR
422500,"@AmazonHelp I am sure it is. But boasting the price falsely, and then giving a discount is unethical. Please look into this.",@215625 We'll have your comments forwarded to our team internally. Appreciate your understanding. ^GK
122017,@AmazonHelp Por eso son los mejores ❤️,@143191 Gracias Daniel. ¡Que disfrutes el Black Friday amigo! ^JJ
2313722,@AmazonHelp Also I was told I would be contacted yesterday and never got a call back and here is the double charge. @115821 has terrible customer service https://t.co/0V4mEGETV0,"@652209 When you contacted us originally, was a refund offered? If so, this could take 3-5 business days to process. 
Was the package delivered to the address shown on your order? You can view your order details here: https://t.co/Y5jpI9gRhE ^AR"
2880422,@AmazonHelp La livraison est en point relais.,@799331 Vous pouvez dans ce cas contacter notre SAV via  https://t.co/hgIrz98cdI afin de demandé le retour ! ^AR
697913,@AmazonHelp still waiting that you guys will deliver it some day. You guys are real assholes. Getting paid without solving customer's issue.,"@286498 Kindly check it here: https://t.co/8DAc10S7ww, for further support please revert to that and we'll look into it.(2/2)^RS"
23183,@AmazonHelp Oui j’attends un mail de remboursement qui n’est jamais arrivé,"@121049 D'accord, Veuillez nous tenir informés si vous avez reçu l'email de remboursement."
665529,@AmazonHelp Yes already and no solution yet,@118506 Sorry for the disappointment. Please share your details here: https://t.co/GIJyeYqKE0 and we'll check this. ^KA
2417313,@AmazonHelp Now you want me see ur T&amp;C on ur given link. Why?,@418091 The resolution provided earlier is the best we are able to offer. Appreciate your understanding. ^AK
2279016,@AmazonHelp that was supposed to be brand new they sent me a used or refurbished Arlo camera very disappointed in Amazon. Is this the giant company that were supposed to trust? https://t.co/eVHo3oznDn,"@662611 Oh no! I'm sorry to see this, Keith! Was this camera coming directly from us or one of our sellers? You can check that here: https://t.co/Y5jpI9gRhE ^TH"
2187547,@AmazonHelp Can I send DM to you?,"@640588 Yes, please elaborate on your concern via DM and we'll assist you further. ^AS"
1485359,"Nice @115821.  Another item not delivered within the ‘2-day’ window and I get this spin?  PS, it’s been a week.....for a pair of shoes. https://t.co/I8PmpQWPIx",@464929 I'm sorry you haven't received your order! Have we missed the date confirmed in the e-mail here: https://t.co/0GdMuzvZYd? ^DG
2392637,"そしてAmazon Fire TV Stick
マジ最強
廃人なるわw https://t.co/WK1NqV02ul",@494816 |´-`)ﾁﾗｯ　Fire TV Stickをご購入いただきありがとうございました！末永くご愛用いただければ幸いです🎬🎶 HM
1090896,"@AmazonHelp Thats what I heard on all occasions before, no respite despite ordering Prime items only.","@377388 any unresolved issue, we'd like to assist. (3/3) ^KA"
140947,@AmazonHelp Its not been updated since 9:15pm last night and says delays in delivery due to external factors,@147802 Please contact us directly using the following link: https://t.co/oGDklGgbCZ so we can look into this for you.^SM
2871649,"@AmazonHelp Amzl. Shipped after it was supposed to be delivered, so not a carrier problem which is surprising with how bad Amzl is here.","@797346 Thank you for clarifying, I completely understand your frustration. A member of my team would like to look into this. Please provide us your information here: https://t.co/ca00vyxCYb ^EB"
179142,"@AmazonHelp Thanks for the quick reply! No, but I cannot choose my country from the dropdown when using the Voiceover screen reader.",@158237 Is your country available in the drop down menu? What Amazon website is your acc on? https://t.co/1fz78PNFM0? ^JJ
2465270,amazonプライムに登録したので少女終末旅行ようやっと見てます,@705495 ご登録ありがとうございます！😊 ごゆっくりお楽しみください♪ なお、Amazonプライムの特典はプライム・ビデオ以外にも様々ございますので、ぜひご活用ください♪ https://t.co/qjaFIyMkEk  TN
629551,@AmazonHelp U do nothing,"@269134 We'll respond to you soon, Arvind. Kindly keep an eye on your inbox for any correspondence from our side here: https://t.co/NTkrxpsbHJ. ^SF"
2454098,@AmazonHelp O-M-G! Again not delivered on the intended guaranteed day!  This is the worst Amazon,@703030 Hello! I'm sorry your package wasn't delivered. What is the current tracking listed on your order? We'd like to help! ^AJ
297920,"@AmazonHelp your amazon agent said wait till 13oct What is happening @AmazonHelp @115850 after 13oct you will say""Sir we will update you after Diwali",@186973 I'm afraid we can't view your details from Twitter. Please reply to our email for further info. ^HA
257166,@AmazonHelp apparently my package hasn’t been handed over to usps yet... it was supposed to arrive to me yesterday...,@177164 Oh no! I'm sorry for the trouble. We'd like to look into this with you via phone/chat here: https://t.co/hApLpMlfHN ^KP
1311249,@119625 When are you uploading Home Alone 1 and 2 movies?,"@426412 We keep adding content on a daily basis, Sathiya. Please stay tuned for latest movies and shows. ^KS"
1450101,"@117795 I'm seeing Amazon now appears to be having trouble, please try again later whenever accessing my cart.",@456491 Oops! While we pass this feedback on; do reach out to the amazon now team through the amazon now app for troubleshooting. ^BV
839844,"@115830 My order of 29Sep never delivered - told to contact HermesUk, who told me to contact you! You're a retailer take responsibility!",@317127 I'm sorry your order hasn't arrived. Have you had a chance to reach out to us directly about this: https://t.co/qRIn3hJgiV? ^CL
2711804,@116618 @115821 @AmazonHelp contacted chat support weeks ago about not getting a gift card for a survey &amp; told they’d get back to me in a few days.  Nothing. Emailed again last week. Still nothing.,"@168005 Terribly sorry for the frustrating experience, Krista! We'd like to help as much as possible. Could you please tell me more about this survey so I can look into this for you? Do you have a link to it? Thanks in advance! ^JD"
1227101,@407865 @AmazonHelp AMZL is the only carrier that displays total incompetence when it comes to basic package delivery,@170301 We'd like to escalate this to Amazon Logistics. Please send us your details so we can assist: https://t.co/OBm9SlIpbU ^AM
1494231,Hey @115850 pls allow cod for products of 30k or above... It's very difficult for those whose  ATM card limit is 25k. Pls☺,@466963 I understand your query. I'll certainly forward your feedback internally for a review. Appreciate your understanding. ^BS
2285506,@115830  i have been in all day. A parcel has just been thrown over my gate and is damaged. A note was put through my door saying GARDEN  Why didnt your agent RING THE BELL????,"@581655 I'm sorry it was delivered in that manner. We'd like to get the feedback, damage details, and order information. Contact us by phone or chat: https://t.co/JzP7hlA23B ^MG"
1689246,@AmazonHelp do you support sell of items  more than   MRP on ur platform ?,"@512890 As mentioned earlier, kindly go through the link provided earlier for further information. Appreciate your understanding. ^AK"
1489132,@AmazonHelp And buy them from the states? Is there an indication of what the wait would be from the .co.uk site? (End),"@465875 Hi, this is the link from the .co.uk site https://t.co/ttxqaQ3dRv ^AS"
590798,@AmazonHelp How do you help customers by ignoring them?,@259746 I'm sorry for the issue you've experienced. Can you tell us more about what's gone on without posting account or order info? ^DO
1805086,@115821 @115850 Still not received my product. I don't no what is the problem. It is out for delivery but still not received. 48 hours are complete.,@213988 Kindly share your details here: https://t.co/beaaDm0muc and we'll have this checked. ^GK
2976503,@AmazonHelp Amazonのカスタマーサービスです。まさかTwitterでリプがくると思ってなかったのでカスタマーサービスに連絡を入れたのですが、大丈夫だとわかったので先程のメールは取り消ししたいのですが可能ですか？,@820893 申し訳ございませんがお送りいただいたお問い合わせのメールを取り消すことは出来ません。ご希望に添えず申し訳ございませんが、カスタマーサービスから後ほど回答が参りますので、そのままお待ちいただければと存じます。ET
1894055,"@AmazonHelp I don't understand if amazon is unable to provide 1day delivery on weekends then why amazon is claiming the same. It is a Gift for someone who has come from other state.
#AmazonIndia #OnePlus5T #oneplus 
kindly understand the situation. Without even calling amazon is delaying https://t.co/8zhw8htNSz",@536642 I see that we have sent a correspondence to you here: https://t.co/8DAc10S7ww. Kindly check and reply to the email for further assistance. ^RI
323288,@AmazonHelp Amazon video et neflix ;),"@192994 Arrow, The Originals, Lucifer : ceux-là vous disent quelque chose? 😉 ^SM"
1454487,"@AmazonHelp Cleared, but the baby stuff is still there...",@457582 Hmm. Another thing you can do is file Ad Feedback! I'll attach an image showing where this is located. ^JZ https://t.co/SZCyXUOGkq
1609115,@115821 because I has a complaint https://t.co/roHxYIbl2e,"@494044 Oh no, I'm sorry to hear that.  Without divulging personal information, what seems to be the issue? ^BM"
1802889,@117795 I know that I cancelled my subscription but do you?,@541734 We don't have access to your account details via Twitter. Did you receive an e-mail regarding the cancellation? ^ST
576491,@115850 @AmazonHelp I think so then it is no use of prime membership....here it is written 2-4 business day then why 13 days for a prime member https://t.co/vgb4BEJczw,@120914 I’m sorry about the delay. We’ll pass on your comments as feedback to our team internally for a review. ^SB
224557,@AmazonHelp Hey! Can you check the status of my order (407-5226031-0399540). It seems to be stuck with some customs issue.,@169652 Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. (2/2) ^AG
1095318,"@115850 . . . and yet I am told to wait for 3 days. What is the benefit of prime, and what's the significance of ""same day delivery""?","@378473 Apologies for the unpleasant experience you've had with the delivery. I'd like to look into this, kindly drop in your 1/2 ^EM"
2493756,"@AmazonHelp hola Amazon, les envíe un inbox, agradeceré me puedan ayudar con mi pedido!!","@711858 Hola Luis, claro, verificaremos tu mensaje. ^HC"
2984637,@115850 @AmazonHelp please never won any contest,@150316 The winners are selected on random basis. We wish you all the best for the contest. :) ^HR
2317457,Amazonプライム会員ほど得してる有料コンテンツはない( ͒ ́ඉ .̫ ඉ ̀ ͒)みんなほんと入るべきー！,@671894 ご活用頂いているようで嬉しいです(*'ω'*) ありがとうございます！ EK
26909,@AmazonHelp I’ve managed to do it now,"@121892 Great, thanks for confirming Amy. ^TS"
644799,@AmazonHelp não posso devolver pois não comprei as pilhas pelo site e sim o produto com uma descrição errada que me prejudicou.,"@273039 Bianca, poderia confirmar para nos, se o seu pedido foi vendido pela Amazon ou um vendedor externo no nosso site? ^HC"
442976,"@115821.com @AmazonHelp Your customer service did nothing but waste my time, I will not be making anymore purchases ✌️","@219987 Without giving away any personal information, can you let us know what happened? ^KI"
483695,@AmazonHelp so I’m trying to apply for student prime you tell me it’s ok to send screen shot but someone on email and they won’t accept it 😡,"@228505 I am sorry to hear this, Laura. What did the associate you received the email from advise?^SM"
2460688,"@AmazonHelp Ah, just received an email saying they were dispatched yesterday! 😃",@704589 I am very happy to hear this Hassan!! I hope you enjoy the show:) ^GA
1002581,@AmazonHelp @115850 https://t.co/UUe7A6dAFL,@118356 Oh that's strange. I’d like to look into this. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon.^RI
509380,"@AmazonHelp They even had me fill out a separate gift message for each item, yet I only received the one receipt.  I opened a support chat with Amazon and they tell me they didn't do anything wrong and there's nothing they can do to help.  What gives?","@237022 Gift messages are printed on the packing slip included in the shipping box. If all three items were shipped in the same box, there would only be one packing slip. You can find more detail about gift orders here: https://t.co/qTf1WBj2G2 ^LR"
2403906,"@AmazonHelp Hab's mit 3 Geräten über 2 versch. Leitungen probiert. Euer Kundenservice ist leider bei mir nie positiv aufgefallen, daher diesmal ein Versuch per Twitter ;-)
Danke für die Mühe.","@691501 Da wir über Twitter keinen Einblick darauf haben, bitte ich dich trotzdem, unsere Kollegen zu kontaktieren. Diese prüfen gerne alles Weitere für dich. ^SK"
2669223,@AmazonHelp https://t.co/mJnChQDNed,@751789 We've received the customer's details. We'll reach out to the customer soon. ^KA
1117036,"@AmazonHelp As per offer if I buy product through Amazon pay, then 10% cashback should get to Amazonpay balance account.Out of 3 item puma shoes casbak","@307769 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK 2/2"
435116,@AmazonHelp I'm trying to download apps on a fireTV and it says I have an invalid billing address even tho I changed it to the right one.,"@218357 Let's ensure the proper 1-click address is reflecting correctly here, Jack: https://t.co/wq9YJB2Vga ^CS"
134955,@AmazonHelp Of course it is your intention to delay refunds. Not the first time I am facing hassles to get my money back from @115850 Now @AmazonHelp wants another 12 hours.,"@146417 I apologize for the disappointment, Kanchan. We have not yet received your detail. Request you to share your details through the secured link provided earlier so that we can look into this issue and assist accordingly. ^SM"
1315557,@AmazonHelp Correct. Also in the app it shows to be delivered by end of day and that was false as well as I still did not receive it.,"@427325 Sorry to hear that you haven't received your parcel yet, have you tried these tips: https://t.co/L76CBge35P? ^JJ"
1316521,Trying to email @115830 performance email address but one I'm using is bouncing back saying undeliverable. Can I have the correct one?,"@321672 Hi, sorry to hear that. Are you trying to email a specialist department? ^AT"
2931873,@AmazonHelp Still no packages,@640583 I'm sorry that you've not received your shipments! Have we e-mailed anything explaining the delay? ^TR
609523,The Bea5t has arrived. Thanks @115850 to deliver right on time within 24hrs of ordering. Looking forward to experience @132995. Never felt so enthu in a while back for any gadget.,@264893 That's awesome! Did you unleash the Bea5T yet? 😉 ^VN
982268,@352901 @AmazonHelp Ayyyyy😂,@352527 Nice tutu though to be fair 😃 You can return it here https://t.co/RGPaX083SY ^KM
788260,"@120533 est incapable de résoudre un problème de piratage, vous faites absolument rien !!!!!!!!!!!!","@308008 Bonjour, je suis désolée pour cela. Pourriez-vous m'expliquer davantage ? ^FA"
2739409,"#AmazonIndia is not sending bookmarks anymore with the books! The last three I ordered, din get any. What is this, cost cutting?","@767519 I’m sorry that you did not receive a bookmark with the order. Although we try to include bookmarks with several book orders, you may not receive it for every book. However, we'll be sure to work on feedback. ^SG"
296781,"@AmazonHelp I'm not a business, just an individual, I just don't wanna pay an extra fee. Is there a different protocol for normal people?",@186698 Great question! Visit us here: https://t.co/kIYUQK7Odp for more info and instructions to upload a certificate from your state. ^TK
801019,@115850 This is just not done. Take some action immediately. Why did your delivery boy asked to pay Rs. 50 extra ??,@310876 That's quite strange. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB
1122705,@AmazonHelp Forget it,@381143 Kindly connect with us via the above link. We'll check this for you. ^SG
2611591,Qué árdua la espera de que llegue mi #PokemonUltraSol que compré por @116928 Prime... sobretodo porque tendría que llegar hoy y según el seguimiento de envío no va a ser hasta el día 20 🙃,"@738469 Hola lamentamos el inconveniente, ¿has recibido algún correo electrónico informando la razón del cambio en la fecha de entrega de tu pedido? ^FZ"
2422726,@AmazonHelp Nous l'avons fais après réception oui,@695828 Quelle était la réponse apportée je vous prie ? ^MA
2922593,Hey @115821 @116090 if it's #AmazonPrime free 2day shipping it should be here at max by Friday. Ordered Monday. https://t.co/881rMnC05N,"@675207 That's weird, Nick! Is that the same delivery date you were given in your order confirmation e-mail or during checkout? ^AJ"
1332670,"No its not easy anymore. Wife ordered a Redmi4, instead of a Note4. D return procedure just led to a stupid app that says evrything is A OK. https://t.co/QQOdXAuAzS","@430886 I'm sorry for the experience you had, Mawshan. Have you reported this to our support team here: https://t.co/vlvfJr4nN9 ? ^NK"
1161591,"@AmazonHelp But it's an item I needed today or tomorrow at latest. When I ordered it, it said it would arrive today. Should I just cancel it?",@393285 Oh no! Let's look into the order and possible alternatives together by phone or chat here: https://t.co/hApLpMlfHN ^TG
75836,@AmazonHelp What shortly??  Only 2.5 hours remaining for delivery time over and it is impossible you to deliver my package at my door step better to use @118702 @115851 @132981,@132980 We don't have direct access to your Amazon account over Twitter. Please share your information over the link. We'll do our best to make things right. ^CB
180668,"@AmazonHelp Done, what next?",@158468 Thank you for letting us know. We'll check and get back to you soon with an update. ^VR
2683562,"@115850 @115850 Get it sorted out today. I've literally lost patience. I've been talking to Amazon for the past week. My no is 8076228626, call me on this no. I'm not going to do anything from my side anymore. I literally want to break the nose of my frnd who suggested Amazon","@521251 I get your upset. Twitter being a social platform, we'll not get access to the account. Hence, reply to the email sent by us and we'll surely assist. Please don't provide your order details, we consider it to be personal info. Our page is visible to the public. ^PR"
